date,Cumulative_solar_power,kWh electricity/day,Gas/day
25/03/2014,8516,5,13
26/03/2014,8531,2,12
27/03/2014,8544,3,14
28/03/2014,8554,6,13
29/03/2014,8572,-3,10
30/03/2014,8588,-4,7
31/03/2014,8599,7,6
1/04/2014,8612,2,5
2/04/2014,8631,-4,4
3/04/2014,8648,-6,4
4/04/2014,8658,8,3
5/04/2014,8663,9,5
6/04/2014,8685,-7,6
7/04/2014,8694,6,5
8/04/2014,8708,1,3
9/04/2014,8723,4,7
10/04/2014,8743,-2,10
11/04/2014,8763,-8,7
12/04/2014,8775,3,7
13/04/2014,8787,4,7
14/04/2014,8808,-4,7
15/04/2014,8828,-3,8
16/04/2014,8848,-4,9
17/04/2014,8874,-12,9
18/04/2014,8891,-4,9
19/04/2014,8909,-3,9
20/04/2014,8936,-10,7
21/04/2014,8947,4,5
22/04/2014,8959,1,5
23/04/2014,8976,-3,5
24/04/2014,9000,-13,3
25/04/2014,9013,2,4
26/04/2014,9035,-6,2
27/04/2014,9050,1,4
28/04/2014,9065,0,5
29/04/2014,9074,5,4
30/04/2014,9080,10,5
1/05/2014,9107,-10,5
2/05/2014,9125,-8,5
3/05/2014,9132,-6,7
4/05/2014,9152,6,8
5/05/2014,9173,-4,6
6/05/2014,9196,-12,6
7/05/2014,9210,5,5
8/05/2014,9226,0,5
9/05/2014,9232,10,8
10/05/2014,9250,-3,7
11/05/2014,9258,6,9
12/05/2014,9266,9,10
13/05/2014,9283,-3,8
14/05/2014,9306,-8,7
15/05/2014,9329,-6,8
16/05/2014,9356,-12,6
17/05/2014,9387,-19,4
18/05/2014,9415,-12,3
19/05/2014,9435,-19,1
20/05/2014,9455,-1,1
21/05/2014,9475,-1,1
22/05/2014,9495,-1,1
23/05/2014,9516,-1,1
24/05/2014,9538,-5,1
25/05/2014,9559,-7,1
26/05/2014,9580,-8,1
27/05/2014,9590,7,3
28/05/2014,9595,9,3
29/05/2014,9601,10,5
30/05/2014,9615,0,3
31/05/2014,9637,-3,3
1/06/2014,9654,-1,3
2/06/2014,9675,-10,3
3/06/2014,9703,-15,1
4/06/2014,9720,-3,2
5/06/2014,9732,4,3
6/06/2014,9757,4,4
7/06/2014,9788,-17,1
8/06/2014,9809,-10,1
9/06/2014,9836,-13,1
10/06/2014,9850,-2,1
11/06/2014,9862,0,1
12/06/2014,9894,-18,0
13/06/2014,9918,-11,0
14/06/2014,9945,-14,0
15/06/2014,9966,-8,0
16/06/2014,9986,-5,1
17/06/2014,9996,7,1
18/06/2014,10012,-7,1
19/06/2014,10028,0,2
20/06/2014,10042,-2,3
21/06/2014,10056,1,3
22/06/2014,10075,-5,1
23/06/2014,10102,-14,1
24/06/2014,10130,-14,1
25/06/2014,10157,-15,1
26/06/2014,10175,-2,1
27/06/2014,10198,-10,1
28/06/2014,10210,1,1
29/06/2014,10225,0,1
30/06/2014,10248,-1,1
1/07/2014,10274,-13,2
2/07/2014,10302,-8,1
3/07/2014,10328,-13,1
4/07/2014,10359,-18,0
5/07/2014,10374,-2,0
6/07/2014,10385,-3,0
7/07/2014,10395,4,0
8/07/2014,10412,-3,0
9/07/2014,10417,7,0
10/07/2014,10419,13,5
11/07/2014,10427,8,2
12/07/2014,10432,10,2
13/07/2014,10436,9,2
14/07/2014,10449,3,2
15/07/2014,10473,-8,1
16/07/2014,10487,-5,1
17/07/2014,10516,-16,0
18/07/2014,10541,-11,0
19/07/2014,10569,-15,0
20/07/2014,10583,-3,0
21/07/2014,10591,-1,0
22/07/2014,10603,8,0
23/07/2014,10630,-14,0
24/07/2014,10658,-16,0
25/07/2014,10680,-8,0
26/07/2014,10691,1,0
27/07/2014,10707,-5,0
28/07/2014,10723,-1,0
29/07/2014,10730,-1,0
30/07/2014,10752,-3,0
31/07/2014,10774,-12,0
1/08/2014,10800,-12,0
2/08/2014,10819,-7,0
3/08/2014,10841,-9,0
4/08/2014,10856,-5,0
5/08/2014,10876,-9,0
6/08/2014,10900,-10,0
7/08/2014,10906,6,0
8/08/2014,10922,-3,0
9/08/2014,10929,9,0
10/08/2014,10946,-2,0
11/08/2014,10958,1,0
12/08/2014,10980,-6,0
13/08/2014,11002,-11,0
14/08/2014,11022,-9,1
15/08/2014,11032,6,4
16/08/2014,11050,11,3
17/08/2014,11071,-5,2
18/08/2014,11079,8,3
19/08/2014,11090,-2,5
20/08/2014,11112,-11,5
21/08/2014,11125,5,6
22/08/2014,11137,3,5
23/08/2014,11148,5,5
24/08/2014,11170,-8,4
25/08/2014,11184,1,5
26/08/2014,11190,12,5
27/08/2014,11192,12,5
28/08/2014,11210,-2,3
29/08/2014,11218,7,3
30/08/2014,11232,-1,2
31/08/2014,11239,10,3
1/09/2014,11253,-3,3
2/09/2014,11268,0,3
3/09/2014,11284,1,2
4/09/2014,11306,-7,2
5/09/2014,11316,4,2
6/09/2014,11329,-2,1
7/09/2014,11333,11,1
8/09/2014,11349,-2,1
9/09/2014,11370,-9,1
10/09/2014,11384,2,4
11/09/2014,11397,1,4
12/09/2014,11412,4,3
13/09/2014,11430,-4,2
14/09/2014,11447,-8,3
15/09/2014,11460,2,3
16/09/2014,11472,3,2
17/09/2014,11489,-1,2
18/09/2014,11506,-4,2
19/09/2014,11519,2,1
20/09/2014,11532,1,1
21/09/2014,11543,4,1
22/09/2014,11556,1,1
23/09/2014,11566,2,3
24/09/2014,11576,4,5
25/09/2014,11583,11,6
26/09/2014,11597,-2,6
27/09/2014,11601,11,4
28/09/2014,11616,1,4
29/09/2014,11629,0,3
30/09/2014,11633,11,3
1/10/2014,11644,4,3
2/10/2014,11655,4,3
3/10/2014,11659,12,4
4/10/2014,11670,1,3
5/10/2014,11677,5,3
6/10/2014,11680,13,5
7/10/2014,11684,13,6
8/10/2014,11692,6,6
9/10/2014,11697,13,7
10/10/2014,11708,5,6
11/10/2014,11716,-3,5
12/10/2014,11721,11,7
13/10/2014,11729,8,5
14/10/2014,11733,13,5
15/10/2014,11737,15,8
16/10/2014,11744,10,7
17/10/2014,11751,8,6
18/10/2014,11759,5,5
19/10/2014,11770,5,3
20/10/2014,11775,12,2
21/10/2014,11785,4,4
22/10/2014,11787,12,8
23/10/2014,11790,13,10
24/10/2014,11795,12,9
25/10/2014,11797,15,8
26/10/2014,11803,9,7
27/10/2014,11807,12,8
28/10/2014,11815,7,6
29/10/2014,11823,8,8
30/10/2014,11824,16,10
31/10/2014,11829,12,5
1/11/2014,11838,6,6
2/11/2014,11845,7,6
3/11/2014,11850,7,7
4/11/2014,11853,11,7
5/11/2014,11856,13,9
6/11/2014,11859,15,12
7/11/2014,11861,14,11
8/11/2014,11865,13,11
9/11/2014,11871,11,11
10/11/2014,11875,13,10
11/11/2014,11880,8,10
12/11/2014,11887,10,11
13/11/2014,11891,10,9
14/11/2014,11896,9,12
15/11/2014,11897,15,10
16/11/2014,11899,14,11
17/11/2014,11900,16,11
18/11/2014,11903,13,11
19/11/2014,11905,17,10
20/11/2014,11905,15,11
21/11/2014,11910,12,12
22/11/2014,11915,11,13
23/11/2014,11920,15,12
24/11/2014,11923,7,10
25/11/2014,11927,16,11
26/11/2014,11930,11,14
27/11/2014,11931,16,13
28/11/2014,11933,14,11
29/11/2014,11935,12,11
30/11/2014,11939,15,15
1/12/2014,11939,16,16
2/12/2014,11939,17,16
3/12/2014,11940,16,16
4/12/2014,11940,17,19
5/12/2014,11941,17,18
6/12/2014,11942,14,16
7/12/2014,11946,14,15
8/12/2014,11947,19,19
9/12/2014,11948,18,18
10/12/2014,11951,17,17
11/12/2014,11956,13,15
12/12/2014,11957,17,17
13/12/2014,11957,16,15
14/12/2014,11959,19,16
15/12/2014,11963,13,17
16/12/2014,11965,12,18
17/12/2014,11966,15,15
18/12/2014,11967,18,16
19/12/2014,11967,19,12
20/12/2014,11967,17,13
21/12/2014,11970,13,15
22/12/2014,11971,16,17
23/12/2014,11971,18,13
24/12/2014,11972,17,13
25/12/2014,11973,14,13
26/12/2014,11974,15,16
27/12/2014,11977,16,15
28/12/2014,11977,18,20
29/12/2014,11977,11,22
30/12/2014,11979,19,20
31/12/2014,11981,20,18
1/01/2015,11984,12,19
2/01/2015,11987,15,19
3/01/2015,11993,14,17
4/01/2015,11998,7,16
5/01/2015,11998,8,16
6/01/2015,12001,15,21
7/01/2015,12003,17,18
8/01/2015,12006,15,16
9/01/2015,12006,18,19
10/01/2015,12007,18,15
11/01/2015,12008,17,15
12/01/2015,12011,14,16
13/01/2015,12011,17,17
14/01/2015,12012,18,14
15/01/2015,12015,16,18
16/01/2015,12016,17,17
17/01/2015,12021,11,15
18/01/2015,12026,14,18
19/01/2015,12028,14,19
20/01/2015,12029,10,17
21/01/2015,12031,15,18
22/01/2015,12034,17,20
23/01/2015,12035,16,21
24/01/2015,12037,19,21
25/01/2015,12041,12,21
26/01/2015,12043,15,20
27/01/2015,12044,15,17
28/01/2015,12049,16,16
29/01/2015,12050,13,20
30/01/2015,12053,17,20
31/01/2015,12056,15,21
1/02/2015,12060,14,19
2/02/2015,12062,18,20
3/02/2015,12065,14,21
4/02/2015,12070,16,20
5/02/2015,12077,13,20
6/02/2015,12081,14,21
7/02/2015,12090,9,21
8/02/2015,12094,16,20
9/02/2015,12099,7,17
10/02/2015,12101,10,18
11/02/2015,12102,21,16
12/02/2015,12105,15,15
13/02/2015,12113,17,15
14/02/2015,12122,8,15
15/02/2015,12126,12,13
16/02/2015,12136,9,13
17/02/2015,12142,12,17
18/02/2015,12148,14,16
19/02/2015,12155,12,17
20/02/2015,12159,16,19
21/02/2015,12160,18,17
22/02/2015,12165,18,16
23/02/2015,12173,10,15
24/02/2015,12180,11,18
25/02/2015,12186,11,17
26/02/2015,12189,13,16
27/02/2015,12193,14,15
28/02/2015,12205,4,14
1/03/2015,12216,4,15
2/03/2015,12225,12,14
3/03/2015,12232,5,15
4/03/2015,12236,21,10
5/03/2015,12243,7,13
6/03/2015,12254,6,23
7/03/2015,12260,10,13
8/03/2015,12273,6,13
9/03/2015,12288,-1,11
10/03/2015,12296,6,10
11/03/2015,12311,6,10
12/03/2015,12328,-2,11
13/03/2015,12344,0,15
14/03/2015,12360,-2,13
15/03/2015,12366,12,14
16/03/2015,12369,18,14
17/03/2015,12383,-1,15
18/03/2015,12399,0,11
19/03/2015,12407,11,13
20/03/2015,12410,13,13
21/03/2015,12413,34,8
22/03/2015,12422,13,15
23/03/2015,12436,4,14
24/03/2015,12450,2,13
25/03/2015,12459,6,14
26/03/2015,12461,18,15
27/03/2015,12466,13,14
28/03/2015,12483,0,13
29/03/2015,12486,7,12
30/03/2015,12488,18,14
31/03/2015,12505,0,10
1/04/2015,12521,0,14
2/04/2015,12536,3,14
3/04/2015,12550,0,13
4/04/2015,12551,7,13
5/04/2015,12567,9,13
6/04/2015,12587,-10,13
7/04/2015,12595,12,13
8/04/2015,12615,-8,11
9/04/2015,12632,0,10
10/04/2015,12654,-4,8
11/04/2015,12675,-4,6
12/04/2015,12685,4,9
13/04/2015,12709,-5,9
14/04/2015,12729,-8,7
15/04/2015,12754,-13,6
16/04/2015,12777,-8,4
17/04/2015,12793,3,6
18/04/2015,12812,-9,7
19/04/2015,12838,-10,8
20/04/2015,12863,-10,8
21/04/2015,12889,-10,6
22/04/2015,12916,-10,6
23/04/2015,12939,-6,7
24/04/2015,12964,-9,6
25/04/2015,12982,-4,5
26/04/2015,12996,-5,6
27/04/2015,13005,9,8
28/04/2015,13022,-3,8
29/04/2015,13049,-10,9
30/04/2015,13061,5,9
1/05/2015,13083,-5,10
2/05/2015,13107,-8,8
3/05/2015,13121,4,7
4/05/2015,13128,9,5
5/05/2015,13147,-5,4
6/05/2015,13172,-11,3
7/05/2015,13195,-10,7
8/05/2015,13214,-4,6
9/05/2015,13233,-1,3
10/05/2015,13249,-3,5
11/05/2015,13275,-9,3
12/05/2015,13298,-7,1
13/05/2015,13324,-10,1
14/05/2015,13353,-9,4
15/05/2015,13365,-7,5
16/05/2015,13396,-17,6
17/05/2015,13406,3,7
18/05/2015,13429,-6,5
19/05/2015,13439,2,7
20/05/2015,13456,-3,8
21/05/2015,13483,-11,8
22/05/2015,13510,-11,8
23/05/2015,13534,-10,4
24/05/2015,13548,-3,4
25/05/2015,13576,-14,3
26/05/2015,13600,-12,3
27/05/2015,13631,-19,4
28/05/2015,13655,-9,3
29/05/2015,13671,2,4
30/05/2015,13682,-3,6
31/05/2015,13697,0,4
1/06/2015,13703,9,6
2/06/2015,13725,-6,5
3/06/2015,13732,8,7
4/06/2015,13749,-2,5
5/06/2015,13780,-16,2
6/06/2015,13797,-4,1
7/06/2015,13830,-20,1
8/06/2015,13861,-19,1
9/06/2015,13885,-12,2
10/06/2015,13911,-12,4
11/06/2015,13941,-17,2
12/06/2015,13971,-21,1
13/06/2015,13991,-7,1
14/06/2015,14025,-20,1
15/06/2015,14048,-12,1
16/06/2015,14072,-10,1
17/06/2015,14094,-9,1
18/06/2015,14114,-5,2
19/06/2015,14137,-10,1
20/06/2015,14147,5,4
21/06/2015,14162,1,5
22/06/2015,14181,-4,2
23/06/2015,14191,1,4
24/06/2015,14202,2,3
25/06/2015,14227,-9,6
26/06/2015,14253,-8,1
27/06/2015,14280,-20,1
28/06/2015,14302,-8,1
29/06/2015,14321,-12,1
30/06/2015,14348,-14,0
1/07/2015,14377,-16,0
2/07/2015,14405,-16,0
3/07/2015,14428,-12,0
4/07/2015,14450,-10,0
5/07/2015,14473,-13,0
6/07/2015,14489,-3,0
7/07/2015,14515,-15,0
8/07/2015,14527,-2,0
9/07/2015,14540,5,1
10/07/2015,14572,-21,1
11/07/2015,14600,-16,2
12/07/2015,14627,-18,1
13/07/2015,14637,11,1
14/07/2015,14642,2,2
15/07/2015,14649,7,2
16/07/2015,14660,-3,1
17/07/2015,14680,-10,1
18/07/2015,14707,-11,1
19/07/2015,14733,-13,1
20/07/2015,14752,-6,1
21/07/2015,14763,3,1
22/07/2015,14785,-8,1
23/07/2015,14800,1,1
24/07/2015,14814,-5,1
25/07/2015,14828,-3,1
26/07/2015,14839,4,1
27/07/2015,14847,9,3
28/07/2015,14855,0,3
29/07/2015,14876,-3,3
30/07/2015,14899,-10,4
31/07/2015,14910,-2,5
1/08/2015,14933,-2,4
2/08/2015,14958,-12,2
3/08/2015,14983,-12,1
4/08/2015,14999,-5,1
5/08/2015,15021,-6,1
6/08/2015,15042,-10,0
7/08/2015,15069,-10,0
8/08/2015,15087,-5,0
9/08/2015,15100,-13,0
10/08/2015,15124,0,0
11/08/2015,15134,-4,0
12/08/2015,15150,-3,0
13/08/2015,15170,-5,0
14/08/2015,15190,-6,0
15/08/2015,15200,0,0
16/08/2015,15211,6,1
17/08/2015,15220,3,1
18/08/2015,15234,3,2
19/08/2015,15243,4,4
20/08/2015,15258,-2,3
21/08/2015,15272,3,2
22/08/2015,15294,-10,1
23/08/2015,15317,-13,1
24/08/2015,15325,6,1
25/08/2015,15337,-4,2
26/08/2015,15348,6,3
27/08/2015,15362,4,1
28/08/2015,15366,6,4
29/08/2015,15386,-6,5
30/08/2015,15402,-2,1
31/08/2015,15421,-4,1
1/09/2015,15429,6,1
2/09/2015,15445,-2,1
3/09/2015,15454,4,2
4/09/2015,15464,5,5
5/09/2015,15473,9,4
6/09/2015,15480,6,6
7/09/2015,15495,5,6
8/09/2015,15504,3,4
9/09/2015,15513,6,3
10/09/2015,15531,0,4
11/09/2015,15552,-8,3
12/09/2015,15572,-5,4
13/09/2015,15577,9,5
14/09/2015,15585,11,4
15/09/2015,15598,3,4
16/09/2015,15606,6,7
17/09/2015,15611,11,4
18/09/2015,15617,9,5
19/09/2015,15628,5,5
20/09/2015,15640,2,6
21/09/2015,15656,2,6
22/09/2015,15666,9,6
23/09/2015,15670,9,5
24/09/2015,15677,10,6
25/09/2015,15687,7,7
26/09/2015,15693,7,7
27/09/2015,15707,4,7
28/09/2015,15723,2,7
29/09/2015,15736,3,6
30/09/2015,15751,0,7
1/10/2015,15768,3,7
2/10/2015,15783,0,7
3/10/2015,15798,-3,7
4/10/2015,15809,5,6
5/10/2015,15823,4,8
6/10/2015,15827,15,7
7/10/2015,15832,13,5
8/10/2015,15836,13,5
9/10/2015,15842,5,6
10/10/2015,15855,6,7
11/10/2015,15858,15,9
12/10/2015,15870,0,10
13/10/2015,15883,4,11
14/10/2015,15887,8,13
15/10/2015,15889,13,15
16/10/2015,15893,30,12
17/10/2015,15895,12,13
18/10/2015,15901,14,11
19/10/2015,15904,11,10
20/10/2015,15906,22,9
21/10/2015,15909,22,9
22/10/2015,15911,13,10
23/10/2015,15915,10,7
24/10/2015,15925,11,8
25/10/2015,15934,17,8
26/10/2015,15936,10,8
27/10/2015,15938,7,9
28/10/2015,15939,11,9
29/10/2015,15940,15,7
30/10/2015,15947,7,8
31/10/2015,15954,12,8
1/11/2015,15962,6,9
2/11/2015,15970,10,9
3/11/2015,15979,13,12
4/11/2015,15985,11,9
5/11/2015,15988,13,12
6/11/2015,15992,12,3
7/11/2015,15995,14,3
8/11/2015,15998,13,6
9/11/2015,16003,6,6
10/11/2015,16007,14,7
11/11/2015,16010,14,8
12/11/2015,16012,16,7
13/11/2015,16016,12,8
14/11/2015,16020,12,9
15/11/2015,16023,14,12
16/11/2015,16025,15,9
17/11/2015,16026,15,9
18/11/2015,16028,15,9
19/11/2015,16032,15,8
20/11/2015,16032,14,9
21/11/2015,16033,14,11
22/11/2015,16036,13,14
23/11/2015,16039,16,14
24/11/2015,16043,15,17
25/11/2015,16044,17,19
26/11/2015,16046,19,15
27/11/2015,16051,10,12
28/11/2015,16052,20,17
29/11/2015,16056,15,15
30/11/2015,16057,15,11
1/12/2015,16058,15,12
2/12/2015,16058,16,13
3/12/2015,16062,15,10
4/12/2015,16065,17,10
5/12/2015,16070,8,13
6/12/2015,16072,16,15
7/12/2015,16074,17,12
8/12/2015,16077,14,10
9/12/2015,16079,18,13
10/12/2015,16083,16,12
11/12/2015,16085,12,13
12/12/2015,16087,15,14
13/12/2015,16089,16,15
14/12/2015,16090,21,14
15/12/2015,16090,16,13
16/12/2015,16091,12,12
17/12/2015,16094,20,12
18/12/2015,16096,13,9
19/12/2015,16097,14,10
20/12/2015,16099,15,11
21/12/2015,16101,16,11
22/12/2015,16103,20,10
23/12/2015,16104,15,10
24/12/2015,16107,17,10
25/12/2015,16109,15,11
26/12/2015,16110,21,13
27/12/2015,16113,15,10
28/12/2015,16117,15,11
29/12/2015,16120,12,12
30/12/2015,16122,17,13
31/12/2015,16125,14,13
1/01/2016,16129,13,12
2/01/2016,16131,16,13
3/01/2016,16133,15,15
4/01/2016,16135,15,14
5/01/2016,16136,18,13
6/01/2016,16137,17,14
7/01/2016,16139,14,13
8/01/2016,16144,11,16
9/01/2016,16146,20,16
10/01/2016,16148,20,15
11/01/2016,16149,18,14
12/01/2016,16152,16,16
13/01/2016,16154,16,15
14/01/2016,16156,16,18
15/01/2016,16157,19,19
16/01/2016,16158,18,17
17/01/2016,16162,15,18
18/01/2016,16167,15,19
19/01/2016,16171,11,22
20/01/2016,16176,15,22
21/01/2016,16179,16,20
22/01/2016,16183,16,20
23/01/2016,16186,16,18
24/01/2016,16188,19,16
25/01/2016,16189,22,15
26/01/2016,16194,12,11
27/01/2016,16198,12,11
28/01/2016,16199,19,14
29/01/2016,16206,6,11
30/01/2016,16208,17,18
31/01/2016,16208,17,14
1/02/2016,16210,19,16
2/02/2016,16211,16,12
3/02/2016,16213,15,12
4/02/2016,16216,19,18
5/02/2016,16218,9,12
6/02/2016,16219,18,14
7/02/2016,16222,14,13
8/02/2016,16228,10,12
9/02/2016,16230,16,16
10/02/2016,16233,16,16
11/02/2016,16237,15,18
12/02/2016,16243,15,17
13/02/2016,16253,7,17
14/02/2016,16256,17,18
15/02/2016,16260,17,18
16/02/2016,16264,16,18
17/02/2016,16274,11,21
18/02/2016,16284,10,19
19/02/2016,16293,13,17
20/02/2016,16298,13,17
21/02/2016,16300,18,14
22/02/2016,16302,19,16
23/02/2016,16303,18,14
24/02/2016,16310,10,18
25/02/2016,16318,10,11
26/02/2016,16323,19,18
27/02/2016,16329,13,17
28/02/2016,16340,7,18
29/02/2016,16355,4,17
1/03/2016,16367,10,16
2/03/2016,16370,17,19
3/03/2016,16377,10,17
4/03/2016,16388,6,16
5/03/2016,16393,14,18
6/03/2016,16400,13,16
7/03/2016,16408,14,18
8/03/2016,16415,17,17
9/03/2016,16423,5,17
10/03/2016,16430,5,15
11/03/2016,16444,4,13
12/03/2016,16454,9,16
13/03/2016,16469,0,15
14/03/2016,16486,4,16
15/03/2016,16504,-2,15
16/03/2016,16514,9,16
17/03/2016,16526,11,17
18/03/2016,16542,15,13
19/03/2016,16545,13,15
20/03/2016,16550,12,13
21/03/2016,16557,10,12
22/03/2016,16563,0,13
23/03/2016,16577,5,13
24/03/2016,16587,8,11
25/03/2016,16597,7,13
26/03/2016,16607,7,14
27/03/2016,16617,8,15
28/03/2016,16631,4,12
29/03/2016,16648,2,13
30/03/2016,16667,1,11
31/03/2016,16679,3,11
1/04/2016,16685,14,12
2/04/2016,16697,5,10
3/04/2016,16706,9,8
4/04/2016,16723,-1,6
5/04/2016,16734,7,6
6/04/2016,16742,9,10
7/04/2016,16750,10,10
8/04/2016,16758,9,12
9/04/2016,16773,3,12
10/04/2016,16789,1,10
11/04/2016,16809,-4,9
12/04/2016,16822,4,8
13/04/2016,16834,4,7
14/04/2016,16847,4,8
15/04/2016,16864,-2,8
16/04/2016,16881,0,7
17/04/2016,16891,8,9
18/04/2016,16915,-6,11
19/04/2016,16923,9,10
20/04/2016,16946,0,8
21/04/2016,16969,0,9
22/04/2016,16992,-15,8
23/04/2016,17010,0,9
24/04/2016,17025,-1,8
25/04/2016,17047,-2,13
26/04/2016,17054,14,13
27/04/2016,17069,7,17
28/04/2016,17082,5,13
29/04/2016,17098,2,13
30/04/2016,17110,7,13
1/05/2016,17123,3,11
2/05/2016,17150,-10,9
3/05/2016,17170,-4,9
4/05/2016,17199,-11,8
5/05/2016,17222,-8,7
6/05/2016,17250,-13,6
7/05/2016,17275,-8,2
8/05/2016,17294,-5,1
9/05/2016,17321,-12,1
10/05/2016,17340,-4,1
11/05/2016,17351,4,1
12/05/2016,17371,-3,1
13/05/2016,17392,-7,1
14/05/2016,17417,-12,1
15/05/2016,17438,-5,6
16/05/2016,17452,1,7
17/05/2016,17468,0,8
18/05/2016,17481,5,6
19/05/2016,17495,0,4
20/05/2016,17517,-7,4
21/05/2016,17533,-2,4
22/05/2016,17553,-3,1
23/05/2016,17559,8,4
24/05/2016,17568,3,5
25/05/2016,17583,1,6
26/05/2016,17603,-4,6
27/05/2016,17626,-6,3
28/05/2016,17648,-7,2
29/05/2016,17667,-6,1
30/05/2016,17676,7,1
31/05/2016,17678,12,3
1/06/2016,17685,9,3
2/06/2016,17690,9,4
3/06/2016,17696,10,5
4/06/2016,17709,2,4
5/06/2016,17724,0,3
6/06/2016,17739,2,1
7/06/2016,17760,-8,1
8/06/2016,17781,-6,1
9/06/2016,17814,-20,1
10/06/2016,17845,-17,1
11/06/2016,17865,-7,1
12/06/2016,17882,-2,1
13/06/2016,17895,0,1
14/06/2016,17904,7,1
15/06/2016,17923,-6,1
16/06/2016,17939,-1,2
17/06/2016,17948,10,3
18/06/2016,17965,-2,3
19/06/2016,17977,4,3
20/06/2016,17998,-3,2
21/06/2016,18005,8,6
22/06/2016,18012,8,1
23/06/2016,18034,-11,1
24/06/2016,18054,-6,2
25/06/2016,18079,-12,1
26/06/2016,18091,5,1
27/06/2016,18107,-4,2
28/06/2016,18119,6,3
29/06/2016,18139,-8,3
30/06/2016,18155,2,2
1/07/2016,18165,10,1
2/07/2016,18176,1,3
3/07/2016,18200,-10,4
4/07/2016,18223,-9,2
5/07/2016,18247,-10,2
6/07/2016,18263,-4,1
7/07/2016,18291,-14,2
8/07/2016,18311,-6,1
9/07/2016,18325,-2,1
10/07/2016,18345,-7,1
11/07/2016,18367,-2,1
12/07/2016,18401,-5,1
13/07/2016,18410,-11,1
14/07/2016,18420,-11,1
15/07/2016,18448,-2,2
16/07/2016,18468,-17,2
17/07/2016,18489,-8,2
18/07/2016,18508,-2,1
19/07/2016,18530,-3,0
20/07/2016,18552,-11,0
21/07/2016,18574,-5,2
22/07/2016,18595,1,0
23/07/2016,18613,0,0
24/07/2016,18629,-1,0
25/07/2016,18651,-5,0
26/07/2016,18670,-1,0
27/07/2016,18683,-13,0
28/07/2016,18700,3,0
29/07/2016,18715,9,0
30/07/2016,18733,0,0
31/07/2016,18746,0,0
1/08/2016,18771,-12,0
2/08/2016,18781,3,1
3/08/2016,18786,10,2
4/08/2016,18800,0,2
5/08/2016,18811,0,2
6/08/2016,18832,4,1
7/08/2016,18853,-14,2
8/08/2016,18868,-2,1
9/08/2016,18893,-1,1
10/08/2016,18916,-7,1
11/08/2016,18936,-20,2
12/08/2016,18941,10,5
13/08/2016,18963,-8,2
14/08/2016,18983,-8,1
15/08/2016,18998,2,1
16/08/2016,19024,-15,1
17/08/2016,19045,-10,1
18/08/2016,19060,-12,1
19/08/2016,19080,-12,1
20/08/2016,19105,6,1
21/08/2016,19124,-9,1
22/08/2016,19139,1,1
23/08/2016,19160,-7,1
24/08/2016,19183,-11,0
25/08/2016,19206,-10,0
26/08/2016,19228,-9,0
27/08/2016,19245,-4,0
28/08/2016,19259,-2,0
29/08/2016,19278,-6,0
30/08/2016,19294,-2,0
31/08/2016,19316,-8,0
1/09/2016,19331,-8,0
2/09/2016,19354,-7,0
3/09/2016,19366,1,0
4/09/2016,19383,-3,0
5/09/2016,19390,0,0
6/09/2016,19404,2,2
7/09/2016,19413,4,1
8/09/2016,19434,-11,1
9/09/2016,19452,-5,1
10/09/2016,19473,-8,1
11/09/2016,19489,-4,1
12/09/2016,19496,6,1
13/09/2016,19510,-5,1
14/09/2016,19533,-6,1
15/09/2016,19550,-6,1
16/09/2016,19563,0,1
17/09/2016,19575,0,1
18/09/2016,19589,0,1
19/09/2016,19601,1,1
20/09/2016,19611,4,1
21/09/2016,19624,1,3
22/09/2016,19638,0,3
23/09/2016,19649,4,3
24/09/2016,19659,3,3
25/09/2016,19676,-2,3
26/09/2016,19681,7,3
27/09/2016,19689,5,6
28/09/2016,19702,3,5
29/09/2016,19715,1,3
30/09/2016,19719,9,5
1/10/2016,19726,7,5
2/10/2016,19735,5,4
3/10/2016,19741,9,5
4/10/2016,19748,9,7
5/10/2016,19752,9,7
6/10/2016,19766,0,8
7/10/2016,19774,6,9
8/10/2016,19778,13,8
9/10/2016,19788,4,8
10/10/2016,19798,3,9
11/10/2016,19806,11,8
12/10/2016,19813,11,9
13/10/2016,19815,9,10
14/10/2016,19825,4,10
15/10/2016,19829,13,10
16/10/2016,19840,5,8
17/10/2016,19850,4,6
18/10/2016,19859,4,7
19/10/2016,19862,13,9
20/10/2016,19865,10,10
21/10/2016,19870,9,9
22/10/2016,19879,6,11
23/10/2016,19888,6,11
24/10/2016,19891,12,12
25/10/2016,19892,13,11
26/10/2016,19895,15,9
27/10/2016,19904,8,10
28/10/2016,19907,11,8
29/10/2016,19909,13,8
30/10/2016,19916,9,7
31/10/2016,19922,11,9
1/11/2016,19929,6,8
2/11/2016,19933,9,9
3/11/2016,19937,12,10
4/11/2016,19943,10,11
5/11/2016,19947,11,11
6/11/2016,19950,13,13
7/11/2016,19953,16,13
8/11/2016,19954,14,13
9/11/2016,19957,13,14
10/11/2016,19958,14,15
11/11/2016,19960,16,14
12/11/2016,19967,7,16
13/11/2016,19970,16,15
14/11/2016,19970,13,14
15/11/2016,19972,13,14
16/11/2016,19973,16,12
17/11/2016,19975,13,10
18/11/2016,19977,14,10
19/11/2016,19980,14,14
20/11/2016,19983,11,14
21/11/2016,19985,12,12
22/11/2016,19986,15,10
